code,code_name,tabela,filter,foreign_table,tipo_geometria
601,Igreja Evangélica Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Nossa Senhora do Livramento,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Nossa Senhora do Rosário dos Pretos,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Pentencostal Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
524,Instituto Marcos Hacker de Melo - Filarmonica de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
517,Jardim de Infância Doutor Clemenceau Dutra,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1398,Lavanderia Comunitária - Engenho Duas Bocas,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Loja de Atendimento - Compahia Pernambucana de Saneamento - Compesa,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
910,Mercado das Artes,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
803,Museu Municipal de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Paróquia de São José,tipo_veg,NOME,constr_edificacao_p,p
818,Parque Aquático - Rio Park,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
201,PCH Luis Dias Lins,tipo_veg,NOME,constr_edificacao_p,p
998,Posto de Combustível Ipiranga,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1322,Prefeitura Municipal do Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
907,Rancho Imperador,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Reserva Ambiental de Saltinho,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
798,Ruinas da Igreja do Engenho Mamucabas,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Salão do Reino das Testemunhas de Jeová,tipo_veg,NOME,constr_edificacao_p,p
1316,Secretaria de Esportes e Eventos de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria Municipal de Agricultura de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria Municipal de Desenvolvimento Econômico,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria Municipal de Educação de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria Municipal de Saúde de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria Municipal Turismo e Cultura,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Sede Administrativa da Reserva Ambiental de Saltinho - Instituto Chico Mendes,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1298,Sede Sítio Cruz das Almas,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1212,Sítio Kairós,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1298,Sítio Sabiá,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1098,Smart Massa - Produção de concreto,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
201,Subestação Rebaixadora de energia,tipo_veg,NOME,constr_edificacao_p,p
601,Templo Batista,tipo_veg,NOME,constr_edificacao_p,p
2208,Terminal Rodoviário de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2028,Unidade Básica de Saúde - Paquevira,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Unidade Básica de Saúde Vila Unicap,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1,Fonte de Água Santo Agostinho,tipo_elemento_hidrografico,NOME,constr_extracao_mineral_a,p
1,Fonte de Água Santo Agostinho,tipo_elemento_hidrografico,NOME,constr_extracao_mineral_p,p
1,Fonte São Luiz,tipo_elemento_hidrografico,NOME,constr_extracao_mineral_p,p
4,Itapuama Minerações,tipo_massa_dagua,NOME,constr_extracao_mineral_p,p
1,Poço Diamante,tipo_elemento_hidrografico,NOME,constr_extracao_mineral_p,p
201,Arena Caetés,tipo_veg,NOME,constr_ocupacao_solo_a,p
201,Arena Toca do Tatu,tipo_veg,NOME,constr_ocupacao_solo_a,p
201,Campo do Engenho Guerra,tipo_veg,NOME,constr_ocupacao_solo_a,p
104,Cemitério de Ipojuca,tipo_edificacao,NOME,constr_ocupacao_solo_a,"p,a"
104,Cemitério Nossa Senhora do Ó,tipo_edificacao,NOME,constr_ocupacao_solo_a,"p,a"
404,Cooperativa dos Transportadores de Açucar e Cargas em Geral de Pernambuco,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,p,l"
206,Escola Muncipal Jesus Nazareno,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
206,Escola Municipal Santa Inês,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
206,Quadra Poliesportiva Ademilson José de Santana,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
206,Quadra Poliesportiva do SENAI,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
104,Cemitério Vila de Nazaré,tipo_edificacao,NOME,constr_ocupacao_solo_a,"p,a"
201,Condomínio Acqua Marine,tipo_veg,NOME,constr_ocupacao_solo_a,p
201,Condomínio Varanda do Parque,tipo_veg,NOME,constr_ocupacao_solo_a,p
404,E-Log Pátio de Triagem,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,p,l"
701,Quartel Velho,tipo_veg,NOME,constr_ocupacao_solo_a,p
201,Campo de Futebol Engenho Sauezinho,tipo_veg,NOME,constr_ocupacao_solo_a,p
104,Cemitério Municipal Distrito de Cocaú,tipo_edificacao,NOME,constr_ocupacao_solo_a,"p,a"
201,Centro Recreativo Cocauense,tipo_veg,NOME,constr_ocupacao_solo_a,p
206,Quadra Poliesportiva da Escola Municipal Maria José Monteiro,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
201,Campo de Futebol em Jenipapo,tipo_veg,NOME,constr_ocupacao_solo_a,p
201,Campo de São Paulo,tipo_veg,NOME,constr_ocupacao_solo_a,p
104,Cemitério Municipal de Santo Amaro,tipo_edificacao,NOME,constr_ocupacao_solo_a,"p,a"
206,Escola de Rferência em Ensino Médio Dr. Eurico Chaves,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
206,ESCOLA MUNICIPAL MIN. JARBAS PASSARINHO,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
201,ESTÁDIO DE CAMELA,tipo_veg,NOME,constr_ocupacao_solo_a,p
206,Ginásio Poliesportivo Municipal Ivaldo José da Silva,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
206,Quadra Poliesportiva de Camela,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
104,Cemitério de Rio Formoso,tipo_edificacao,NOME,constr_ocupacao_solo_a,"p,a"
206,Ginásio Municipal Roberto Mota de Lima,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_a,"a,l,p"
398,Pista de Vaquejada,tipo_deposito,NOME,constr_ocupacao_solo_l,"a,p"
298,Pista de Skate,tipo_deposito,NOME,constr_ocupacao_solo_p,"a,p"
701,Capela de São Gonçalo do Amarante,tipo_veg,NOME,constr_ocupacao_solo_p,p
701,Casa do Faroleiro,tipo_veg,NOME,constr_ocupacao_solo_p,p
206,Condomínio Jardim do Mar,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_p,"a,l,p"
701,Convento Carmelita,tipo_veg,NOME,constr_ocupacao_solo_p,p
701,Forte Castelo do Mar,tipo_veg,NOME,constr_ocupacao_solo_p,p
701,Forte São Francisco Xavier,tipo_veg,NOME,constr_ocupacao_solo_p,p
206,La Fleur Polinésia Residence & Resort,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_p,"a,l,p"
206,Quadra do Beach Class Residence Resort,tipo_ocupacao_solo,NOME,constr_ocupacao_solo_p,"a,l,p"
701,Chaminé,tipo_veg,NOME,constr_ocupacao_solo_p,p
11,Cabo Santo Agostinho,tipo_elemento_hidrografico,NOME,elemnat_toponimo_fisiografico_natural_p,p
2,Cerro Camassara,tipo_elemento_hidrografico,NOME,elemnat_toponimo_fisiografico_natural_p,p
10,Ponta das Pedras Pretas,tipo_elemento_hidrografico,NOME,elemnat_toponimo_fisiografico_natural_p,p
2,Morro da Misericórdia,tipo_elemento_hidrografico,NOME,elemnat_toponimo_fisiografico_natural_p,p
10,Ponta do Serrambi,tipo_elemento_hidrografico,NOME,elemnat_toponimo_fisiografico_natural_p,p
10,Pontal ou Praia da Colônia,tipo_elemento_hidrografico,NOME,elemnat_toponimo_fisiografico_natural_p,p
12,Praia das Cacimbas,tipo_elemento_hidrografico,NOME,elemnat_toponimo_fisiografico_natural_p,p
1,Córrego Saltinho,tipo_elemento_hidrografico,NOME,elemnat_trecho_drenagem_l,p
1801,CELPE - Porto de Galinhas,tipo_elemento_energia,NOME,infra_elemento_energia_a,"p,a,l"
1801,Subestação - CELPE,tipo_elemento_energia,NOME,infra_elemento_energia_a,"p,a,l"
1801,Subestação SUAPE 3 - CHESF,tipo_elemento_energia,NOME,infra_elemento_energia_a,"p,a,l"
1802,Aché Laboratórios Farmacêuticos,tipo_elemento_energia,NOME,infra_elemento_energia_a,"a,l,p"
1802,Subestação Elétrica Enseada dos Corais - CELPE,tipo_elemento_energia,NOME,infra_elemento_energia_a,"a,l,p"
409,Estação de Distribuição Termopermambuco,tipo_ocupacao_solo,NOME,infra_elemento_energia_a,"l,a,p"
1802,Subestação Estaleiro Atlântico Sul,tipo_elemento_energia,NOME,infra_elemento_energia_a,"a,l,p"
1802,Subestação Refinaria Suape,tipo_elemento_energia,NOME,infra_elemento_energia_a,"a,l,p"
409,Subestação Termopernambuco,tipo_ocupacao_solo,NOME,infra_elemento_energia_a,"l,a,p"
409,Termopernambuco,tipo_ocupacao_solo,NOME,infra_elemento_energia_a,"l,a,p"
408,Pequena Centrais Hidrelétricas Luiz Dias Lins,tipo_edificacao,NOME,infra_elemento_energia_a,"p,a"
303,LT 500 kV Recife II - Suape II C1,tipo_edificacao,NOME,infra_elemento_energia_l,"p,a"
303,Termopernambuco,tipo_edificacao,NOME,infra_elemento_energia_l,"p,a"
1802,Cimento Forte - CBMC,tipo_elemento_energia,NOME,infra_elemento_energia_p,"a,l,p"
1802,Subestação Estaleiro Atlântico Sul,tipo_elemento_energia,NOME,infra_elemento_energia_p,"a,l,p"
406,AMB - Energias Renováveis,tipo_edificacao,NOME,infra_elemento_energia_p,"a,p"
408,Pequena Centrais Hidrelétricas Luiz Dias Lins,tipo_edificacao,NOME,infra_elemento_energia_p,"p,a"
1938,CAS,tipo_elemento_infraestrutura,NOME,infra_elemento_infraestrutura_a,"a,p,l"
1201,Claro,tipo_elemento_infraestrutura,NOME,infra_elemento_infraestrutura_p,"l,p,a"
1201,Vivo,tipo_elemento_infraestrutura,NOME,infra_elemento_infraestrutura_p,"l,p,a"
1201,Torre de Controle,tipo_elemento_infraestrutura,NOME,infra_elemento_infraestrutura_p,"l,p,a"
1201,TIM,tipo_elemento_infraestrutura,NOME,infra_elemento_infraestrutura_p,"l,p,a"
1201,Usina Cucaú,tipo_elemento_infraestrutura,NOME,infra_elemento_infraestrutura_p,"l,p,a"
1201,VIVO,tipo_elemento_infraestrutura,NOME,infra_elemento_infraestrutura_p,"l,p,a"
1301,Antena de Internet Comunitária,tipo_elemento_infraestrutura,NOME,infra_elemento_infraestrutura_p,"l,a,p"
1201,Torre de comunicação - Base Neoenergia,tipo_elemento_infraestrutura,NOME,infra_elemento_infraestrutura_p,"l,p,a"
203,Ponte Pirapama,tipo_deposito,NOME,infra_elemento_viario_l,"p,a"
7,Estrada de Ferro Santo André,tipo_massa_dagua,NOME,infra_ferrovia_l,p
5,Avenida Fernando Egito de Oliveira,tipo_limite_especial,NOME,infra_via_deslocamento_l,p
5,Rua BArra de Sirinhaém,tipo_limite_especial,NOME,infra_via_deslocamento_l,p
5,Rua São Francisco,tipo_limite_especial,NOME,infra_via_deslocamento_l,p
5,Travessa Rejane,tipo_limite_especial,NOME,infra_via_deslocamento_l,p
2,Estrada Engenho Momocaba,tipo_elemento_hidrografico,NOME,infra_via_deslocamento_l,p
2,PE,tipo_elemento_hidrografico,NOME,infra_via_deslocamento_l,p
2,PE-,tipo_elemento_hidrografico,NOME,infra_via_deslocamento_l,p
